Entry	Status	Gene names
Q96RT8	reviewed	TUBGCP5 GCP5 KIAA1899
P10071	reviewed	GLI3
Q15700	reviewed	DLG2
P49005	reviewed	POLD2
Q07687	reviewed	DLX2
P15170	reviewed	GSPT1 ERF3A
Q9Y485	reviewed	DMXL1 XL1
P09630	reviewed	HOXC6 HOX3C
P05538	reviewed	HLA-DQB2 HLA-DXB
Q8TE96	reviewed	DQX1
Q86YB8	reviewed	ERO1B ERO1LB
P01920	reviewed	HLA-DQB1 HLA-DQB
Q53GD3	reviewed	SLC44A4 C6orf29 CTL4 NG22 TPPT1 UNQ441/PRO874
O43246	reviewed	SLC7A4
Q5TB30	reviewed	DEPDC1 DEPDC1A
Q96QD5	reviewed	DEPDC7
Q7Z6W7	reviewed	DNAJB7 HSC3
Q6NXN4	reviewed	DPY19L2P1
Q13617	reviewed	CUL2
Q9BUY7	reviewed	EFCAB11 C14orf143
A4FU69	reviewed	EFCAB5
Q86T65	reviewed	DAAM2 KIAA0381
Q6ICB0	reviewed	DESI1 FAM152B PPPDE2
Q96B18	reviewed	DACT3 RRR1
P00533	reviewed	EGFR ERBB ERBB1 HER1
P02775	reviewed	PPBP CTAP3 CXCL7 SCYB7 TGB1 THBGB1
Q7LFL8	reviewed	CXXC5 HSPC195 TCCCIA00297
Q8NBI2	reviewed	CYB561A3 CYBASC3 LCYTB PSEC0259
P09417	reviewed	QDPR DHPR SDR33C1
P52790	reviewed	HK3
P27816	reviewed	MAP4
P13378	reviewed	HOXD8 HOX4E
Q16270	reviewed	IGFBP7 MAC25 PSF
P32245	reviewed	MC4R
A6NMD0	reviewed	IFITM10
O43918	reviewed	AIRE APECED
Q12983	reviewed	BNIP3 NIP3
Q9BQP9	reviewed	BPIFA3 C20orf71 SPLUNC3
O95810	reviewed	CAVIN2 SDPR
Q9H8T0	reviewed	AKTIP FTS
O95415	reviewed	BRI3
Q8N5M1	reviewed	ATPAF2 ATP12 LP3663
Q8N0S6	reviewed	CENPL C1orf155 ICEN33
Q6ZP82	reviewed	CCDC141 CAMDI
Q13185	reviewed	CBX3
Q9H6E4	reviewed	CCDC134
Q4VX62	reviewed	C6orf99
Q5JTY5	reviewed	CBWD3
Q9BT30	reviewed	ALKBH7 ABH7 SPATA11 UNQ6002/PRO34564
Q9BV10	reviewed	ALG12 PP14673
Q9UKY3	reviewed	CES1P1 CES4
Q9HBI5	reviewed	C3orf14 HT021
Q5XKL5	reviewed	BTBD8
P00746	reviewed	CFD DF PFD
O15519	reviewed	CFLAR CASH CASP8AP1 CLARP MRIT
Q9BSU1	reviewed	C16orf70 C16orf6
Q96PE2	reviewed	ARHGEF17 KIAA0337 TEM4
Q6XD76	reviewed	ASCL4 BHLHA44 HASH4
P56559	reviewed	ARL4C ARL7
Q5U4P2	reviewed	ASPHD1
Q8WWF1	reviewed	C1orf54
P51826	reviewed	AFF3 LAF4
P30281	reviewed	CCND3
Q9NY47	reviewed	CACNA2D2 KIAA0558
Q9Y376	reviewed	CAB39 MO25 CGI-66
Q8N1I8	reviewed	CACTIN-AS1 C19orf29-AS1 C19orf29OS
Q86V35	reviewed	CABP7 CALN2
O60494	reviewed	CUBN IFCR
Q5NUL3	reviewed	FFAR4 GPR120 GPR129 O3FAR1 PGR4
Q58FF3	reviewed	HSP90B2P GRP94B GRP94P1 TRAP1
Q16531	reviewed	DDB1 XAP1
Q96PS6	reviewed	GAFA1
O14843	reviewed	FFAR3 GPR41
A6NGK3	reviewed	GAGE10
Q9UBC3	reviewed	DNMT3B
A0A1W2PPG7	reviewed	GNG14
P05230	reviewed	FGF1 FGFA
Q13439	reviewed	GOLGA4
Q9Y223	reviewed	GNE GLCNE
Q7LDI9	reviewed	ERVK-6 ERVK6
P63215	reviewed	GNG3 GNGT3
P87889	reviewed	ERVK-10
P0DPI2	reviewed	GATD3A C21orf33
Q8NBF1	reviewed	GLIS1
Q12849	reviewed	GRSF1
P28340	reviewed	POLD1 POLD
Q2NKX8	reviewed	ERCC6L PICH
P09884	reviewed	POLA1 POLA
P21860	reviewed	ERBB3 HER3
P42658	reviewed	DPP6
Q86TI2	reviewed	DPP9 DPRP2
P01911	reviewed	HLA-DRB1
Q15075	reviewed	EEA1 ZFYVE2
Q8WUY9	reviewed	DEPDC1B XTP8
Q96KC8	reviewed	DNAJC1 HTJ1
O95567	reviewed	C22orf31
Q15438	reviewed	CYTH1 D17S811E PSCD1
A0A1B0GTR3	reviewed	CXorf51A CXorf51
P0DPH9	reviewed	CXorf51B
Q7Z2Z2	reviewed	EFL1 EFTUD1 FAM42A
Q5JPI9	reviewed	EEF1AKMT2 C10orf138 METTL10
Q96D98	reviewed	EID2B EID3
P23743	reviewed	DGKA DAGK DAGK1
O43323	reviewed	DHH
P31276	reviewed	HOXC13 HOX3G
P35452	reviewed	HOXD12 HOX4H
Q9GZZ0	reviewed	HOXD1 HOX4 HOX4G
O75610	reviewed	LEFTY1 LEFTB LEFTYB UNQ278/PRO317
O00219	reviewed	HAS3
O00292	reviewed	LEFTY2 EBAF LEFTA LEFTYA TGFB4 PSEC0024
Q9Y2H9	reviewed	MAST1 KIAA0973 SAST
P08631	reviewed	HCK
Q6ZU80	reviewed	CEP128 C14orf145 C14orf61
Q9BWV1	reviewed	BOC UNQ604/PRO1190
Q14019	reviewed	COTL1 CLP
Q5TC12	reviewed	ATPAF1 ATP11
Q2UY09	reviewed	COL28A1 COL28
Q8N7E2	reviewed	CBLL2 ZNF645
Q7Z569	reviewed	BRAP RNF52
Q92674	reviewed	CENPI FSHPRH1 ICEN19 LRPR1
Q9NPI1	reviewed	BRD7 BP75 CELTIX1
Q96BT3	reviewed	CENPT C16orf56 ICEN22
Q8N4T0	reviewed	CPA6 CPAH
Q96GE4	reviewed	CEP95 CCDC45 CEP45
Q96MR6	reviewed	CFAP57 WDR65
Q6UX46	reviewed	ALKAL2 FAM150B UNQ542/PRO1097
O43709	reviewed	BUD23 MERM1 WBSCR22 HUSSY-03 PP3381
Q8NEG2	reviewed	C7orf57
P31944	reviewed	CASP14
P56134	reviewed	ATP5MF ATP5J2 ATP5JL
A8MZG2	reviewed	C16orf90
O14958	reviewed	CASQ2
O43303	reviewed	CCP110 CEP110 CP110 KIAA0419
Q9NQ75	reviewed	CASS4 C20orf32 HEFL
Q96A33	reviewed	CCDC47 GK001 MSTP041 PSEC0077
Q2M243	reviewed	CCDC27
Q8TBH0	reviewed	ARRDC2 PP2703
Q9NVE4	reviewed	CCDC87
P59998	reviewed	ARPC4 ARC20
O95273	reviewed	CCNDBP1 DIP1 GCIP HHM
Q96HJ3	reviewed	CCDC34 RAMA3 L15
Q9BR77	reviewed	CCDC77
Q96M83	reviewed	CCDC7 BIOT2 C10orf68
Q6NUI1	reviewed	CCDC144NL
Q8WXK3	reviewed	ASB13
O15085	reviewed	ARHGEF11 KIAA0380
Q6ZSZ5	reviewed	ARHGEF18 KIAA0521
Q8NCU7	reviewed	C2CD4A FAM148A NLF1
P32248	reviewed	CCR7 CMKBR7 EBI1 EVI1
Q5SR53	reviewed	PIK3CD-AS1 C1orf200
Q8IY42	reviewed	C4orf19
Q7L3B6	reviewed	CDC37L1 CDC37B HARC
P15813	reviewed	CD1D
Q6L9W6	reviewed	B4GALNT3
Q86VX2	reviewed	COMMD7 C20orf92
O60512	reviewed	B4GALT3
Q7Z7M8	reviewed	B3GNT8 B3GALT7 BGALT15
Q9H165	reviewed	BCL11A CTIP1 EVI9 KIAA1809 ZNF856
Q8N3I7	reviewed	BBS5
Q16667	reviewed	CDKN3 CDI1 CIP2 KAP
Q9Y471	reviewed	CMAHP CMAH
Q2M3G0	reviewed	ABCB5
Q8N6N7	reviewed	ACBD7
Q9NRW4	reviewed	DUSP22 JSP1 LMWDSP2 MKPX
Q6P1R4	reviewed	DUS1L
Q08050	reviewed	FOXM1 FKHL16 HFH11 MPP2 WIN
O75593	reviewed	FOXH1 FAST1 FAST2
A8MTJ6	reviewed	FOXI3
Q15038	reviewed	DAZAP2 KIAA0058
Q8NCM8	reviewed	DYNC2H1 DHC1B DHC2 DNCH2 DYH1B KIAA1997
P60002	reviewed	ELOF1
Q92731	reviewed	ESR2 ESTRB NR3A2
Q9UKB1	reviewed	FBXW11 BTRCP2 FBW1B FBXW1B KIAA0696
Q00013	reviewed	MPP1 DXS552E EMP55
Q6PCB8	reviewed	EMB
O94952	reviewed	FBXO21 FBX21 KIAA0875
Q8TB52	reviewed	FBXO30 FBX30
O95684	reviewed	FGFR1OP FOP
Q9BSJ8	reviewed	ESYT1 FAM62A KIAA0747 MBC2
Q14CM0	reviewed	FRMPD4 KIAA0316 PDZD10 PDZK10
Q3ZM63	reviewed	ETDA
Q4LDG9	reviewed	DNAL1 C14orf168
O14578	reviewed	CIT CRIK KIAA0949 STK21
Q8WTQ1	reviewed	DEFB104A DEFB104 DEFB4; DEFB104B
A0A096LNP1	reviewed	DEFB131B
P0CZ25	reviewed	DNAH10OS
Q8NG35	reviewed	DEFB105A BD5 DEFB105 DEFB5; DEFB105B
Q8WW22	reviewed	DNAJA4
P0DP73	reviewed	DEFB130B
O95970	reviewed	LGI1 EPT UNQ775/PRO1569
Q9NNZ3	reviewed	DNAJC4 HSPF2 MCG18
Q6NXP0	reviewed	EFCAB12 C3orf25
Q86Y56	reviewed	DNAAF5 HEATR2
P60981	reviewed	DSTN ACTDP DSN
P17661	reviewed	DES
Q99944	reviewed	EGFL8 C6orf8 NG3 UNQ8752/PRO29920
Q8IUX8	reviewed	EGFL6 MAEG PP648 UNQ281/PRO320
O14529	reviewed	CUX2 CUTL2 KIAA0293
Q14093	reviewed	CYLC2 CYL2
P49238	reviewed	CX3CR1 CMKBRL1 GPR13
Q8N9N8	reviewed	EIF1AD
Q9HAI6	reviewed	CXorf21
Q9UQ10	reviewed	DHDH 2DD
P52789	reviewed	HK2
Q3ZCV2	reviewed	LEXM LEM C1orf177
Q13349	reviewed	ITGAD
Q9NZI8	reviewed	IGF2BP1 CRDBP VICKZ1 ZBP1
Q6ZQX7	reviewed	LIAT1 C17orf97
Q8N7X0	reviewed	ADGB C6orf103 CAPN7L
Q9Y2V7	reviewed	COG6 KIAA1134
P21127	reviewed	CDK11B CDC2L1 CDK11 PITSLREA PK58
Q96KC9	reviewed	CABS1 C4orf35
Q8TDN4	reviewed	CABLES1 CABLES
P11049	reviewed	CD37 TSPAN26
P60953	reviewed	CDC42
C9JDP6	reviewed	CLDN25
Q9UQN3	reviewed	CHMP2B CGI-84
O95467	reviewed	GNAS GNAS1
A6NLW8	reviewed	DUXA
P41970	reviewed	ELK3 NET SAP2
Q9UBU7	reviewed	DBF4 ASK DBF4A ZDBF1
Q96MZ0	reviewed	GDAP1L1
Q96DF8	reviewed	ESS2 DGCR13 DGCR14 DGSH DGSI ES2
Q969P5	reviewed	FBXO32
Q14331	reviewed	FRG1
P06396	reviewed	GSN
A8MZ36	reviewed	EVPLL
A0A1B0GV03	reviewed	GOLGA6L7
P34910	reviewed	EVI2B EVDB
Q12841	reviewed	FSTL1 FRP
Q96CJ1	reviewed	EAF2 TRAITS BM-040
Q6P4F2	reviewed	FDX2 FDX1L
Q92820	reviewed	GGH
Q16775	reviewed	HAGH GLO2 HAGH1
Q9UKT7	reviewed	FBXL3 FBL3A FBXL3A
P19440	reviewed	GGT1 GGT
Q8N568	reviewed	DCLK2 DCAMKL2 DCDC3B DCK2
Q92564	reviewed	DCUN1D4 KIAA0276
P61566	reviewed	ERVK-24
Q6Y7W6	reviewed	GIGYF2 KIAA0642 PERQ2 TNRC15
Q9C0B1	reviewed	FTO KIAA1752
P02724	reviewed	GYPA GPA
Q9H3K2	reviewed	GHITM DERP2 MICS1 TMBIM5 My021 UNQ244/PRO281
P13929	reviewed	ENO3
Q6ZRH7	reviewed	CATSPERG C19orf15
Q9NTU4	reviewed	CATSPERZ C11orf20 TEX40
P0CG12	reviewed	DERPC
Q6PJP8	reviewed	DCLRE1A KIAA0086 SNM1 SNM1A
P06028	reviewed	GYPB GPB
Q6ZS86	reviewed	GK5
O95800	reviewed	GPR75
Q9GZN0	reviewed	GPR88 STRG
Q6UWM5	reviewed	GLIPR1L1 UNQ2972/PRO7434
Q16610	reviewed	ECM1
Q9Y3B2	reviewed	EXOSC1 CSL4 CGI-108
P0C2S0	reviewed	CTXN2
Q9NYP8	reviewed	C21orf62 C21orf120
P59091	reviewed	LINC00315 C21orf93 NCRNA00315
Q13227	reviewed	GPS2
P81534	reviewed	DEFB103A BD3 DEFB103 DEFB3; DEFB103B
Q96I76	reviewed	GPATCH3 GPATC3
Q7Z4W1	reviewed	DCXR SDR20C1
O94760	reviewed	DDAH1 DDAH
Q8TF65	reviewed	GIPC2
O14976	reviewed	GAK
Q96C10	reviewed	DHX58 D11LGP2E LGP2
Q96C92	reviewed	ENTR1 SDCCAG3
P14867	reviewed	GABRA1
O60479	reviewed	DLX3
Q13216	reviewed	ERCC8 CKN1 CSA
P14770	reviewed	GP9
Q8N4M1	reviewed	SLC44A3 CTL3 UNQ558/PRO1115
P35221	reviewed	CTNNA1
P35222	reviewed	CTNNB1 CTNNB OK/SW-cl.35 PRO2286
O75912	reviewed	DGKI
Q99418	reviewed	CYTH2 ARNO PSCD2 PSCD2L
P51659	reviewed	HSD17B4 EDH17B4 SDR8C1
Q14244	reviewed	MAP7
Q8NES3	reviewed	LFNG
O15021	reviewed	MAST4 KIAA0303
Q14626	reviewed	IL11RA
Q9Y586	reviewed	MAB21L2
Q5TGJ6	reviewed	HDGFL1 PWWP1
Q5T0U0	reviewed	CCDC122
Q9BVK2	reviewed	ALG8 HUSSY-02
Q96LK0	reviewed	CEP19 C3orf34 HSD5
Q8N4J0	reviewed	CARNMT1 C9orf41
P00414	reviewed	MT-CO3 COIII COXIII MTCO3
P18440	reviewed	NAT1 AAC1
Q8TD16	reviewed	BICD2 KIAA0699
O75366	reviewed	AVIL
Q6E213	reviewed	AWAT2 DC4 DGAT2L4 MFAT WS
O15013	reviewed	ARHGEF10 KIAA0294
Q99643	reviewed	SDHC CYB560 SDH3
Q9UP83	reviewed	COG5 GOLTC1 GTC90
Q8N6N3	reviewed	C1orf52 BAG GM117
Q5I7T1	reviewed	ALG10B KCR1
P62952	reviewed	BLCAP BC10
P02511	reviewed	CRYAB CRYA2 HSPB5
A0A1B0GW35	reviewed	EXOC1L
Q15828	reviewed	CST6
Q14203	reviewed	DCTN1
Q13561	reviewed	DCTN2 DCTN50
Q5M775	reviewed	SPECC1 CYTSB NSP5
P13284	reviewed	IFI30 GILT IP30
Q96F15	reviewed	GIMAP5 IAN4L1 IAN5 IMAP3
Q8ND71	reviewed	GIMAP8 IAN9 IANT
Q9NV70	reviewed	EXOC1 SEC3 SEC3L1 BM-012
Q9HC97	reviewed	GPR35
Q96DC8	reviewed	ECHDC3 PP1494 PP8332
O60645	reviewed	EXOC3 SEC6 SEC6L1
Q08426	reviewed	EHHADH ECHD
Q96A65	reviewed	EXOC4 KIAA1699 SEC8 SEC8L1
P42126	reviewed	ECI1 DCI
O00471	reviewed	EXOC5 SEC10 SEC10L1
Q9BZJ8	reviewed	GPR61 BALGR GPCR3
Q9BQL6	reviewed	FERMT1 C20orf42 KIND1 URP1
P32189	reviewed	GK
Q8TAG9	reviewed	EXOC6 SEC15A SEC15L SEC15L1
Q9BZJ6	reviewed	GPR63 PSP24B
Q9NQS5	reviewed	GPR84 EX33
Q4LDR2	reviewed	CTXN3 KABE
Q658K8	reviewed	EEF1DP3
Q9UF47	reviewed	DNAJC5B
A6NM66	reviewed	LINC01548 C21orf54
P58505	reviewed	C21orf58
Q8N7S2	reviewed	DNAJC5G
Q9UJ94	reviewed	LINC00527 C21orf104
O94769	reviewed	ECM2
Q96M42	reviewed	LINC00479 C21orf129 PRED76
O60884	reviewed	DNAJA2 CPR3 HIRIP4
P02771	reviewed	AFP HPAFP
Q9HCN6	reviewed	GP6
O75293	reviewed	GADD45B MYD118
Q3V6T2	reviewed	CCDC88A APE GRDN KIAA1212
H3BPF8	reviewed	GOLGA8S
Q9Y5L3	reviewed	ENTPD2 CD39L1
Q9BZ29	reviewed	DOCK9 KIAA1058 ZIZ1
Q9BU89	reviewed	DOHH HLRC1
P62495	reviewed	ETF1 ERF1 RF1 SUP45L1
Q8N608	reviewed	DPP10 DPRP3 KIAA1492
Q96MA1	reviewed	DMRTB1
Q6W0C5	reviewed	DPPA3 STELLAR
Q8NBI3	reviewed	DRAXIN C1orf187 PSEC0258 UNQ3119/PRO10268
Q8N682	reviewed	DRAM1 DRAM
P35462	reviewed	DRD3
Q14330	reviewed	GPR18 GPCRW
P12724	reviewed	RNASE3 ECP RNS3
Q9UBT7	reviewed	CTNNAL1
Q9UBS3	reviewed	DNAJB9 MDG1 UNQ743/PRO1471
Q8N7B9	reviewed	EFCAB3
Q5THR3	reviewed	EFCAB6 DJBP KIAA1672
Q6IC83	reviewed	C22orf42
Q8WYQ4	reviewed	C22orf15
Q02221	reviewed	COX6A2 COX6A COX6AH
Q8TB03	reviewed	CXorf38
Q9H3U5	reviewed	MFSD1 SMAP4 UG0581B09
Q6PHW0	reviewed	IYD C6orf71 DEHAL1
Q9H7X7	reviewed	IFT22 RABL5
O60725	reviewed	ICMT PCCMT
Q01628	reviewed	IFITM3
Q8N5C1	reviewed	CALHM5 C6orf188 FAM26E
Q09666	reviewed	AHNAK PM227
A8MUP2	reviewed	CSKMT METTL12
Q00534	reviewed	CDK6 CDKN6
Q00536	reviewed	CDK16 PCTAIRE1 PCTK1
O95264	reviewed	HTR3B
P00519	reviewed	ABL1 ABL JTK7
P21589	reviewed	NT5E NT5 NTE
P27338	reviewed	MAOB
Q15057	reviewed	ACAP2 CENTB2 KIAA0041
P21802	reviewed	FGFR2 BEK KGFR KSAM
Q9UBQ6	reviewed	EXTL2 EXTR2
O00571	reviewed	DDX3X DBX DDX3
Q8WUF8	reviewed	FAM172A C5orf21
Q96DP5	reviewed	MTFMT FMT FMT1
Q9UF56	reviewed	FBXL17 FBL17 FBX13 FBXO13
O75398	reviewed	DEAF1 SPN ZMYND5
Q9H8W3	reviewed	FAM204A C10orf84
Q17R55	reviewed	FAM187B TMEM162
Q5JX69	reviewed	FAM209B C20orf107
Q32MH5	reviewed	FAM214A KIAA1370
Q7Z4H9	reviewed	FAM220A C7orf70 SIPAR
Q3SYB3	reviewed	FOXD4L6
F5H4B4	reviewed	FAM227A
A6NHR8	reviewed	FAM47DP
Q8WTR2	reviewed	DUSP19 DUSP17 LMWDSP3 SKRP1
Q4G0W2	reviewed	DUSP28
Q00597	reviewed	FANCC FAC FACC
Q8WU03	reviewed	GLYATL2
Q9NPI8	reviewed	FANCF
Q05923	reviewed	DUSP2 PAC1
Q8TDW7	reviewed	FAT3 CDHF15 KIAA1989
A0A1W2PPF3	reviewed	DUXB
P06744	reviewed	GPI
P63092	reviewed	GNAS GNAS1 GSP
P22749	reviewed	GNLY LAG2 NKG5 TLA519
Q96EP5	reviewed	DAZAP1
Q15723	reviewed	ELF2 NERF
Q96AP7	reviewed	ESAM UNQ220/PRO246
Q9H5J4	reviewed	ELOVL6 FACE LCE
Q9GZR5	reviewed	ELOVL4
Q9UH90	reviewed	FBXO40 FBX40 KIAA1195
Q01362	reviewed	MS4A2 APY FCER1B IGER
O14526	reviewed	FCHO1 KIAA0290
Q8N693	reviewed	ESX1 ESX1L ESX1R
Q8IYY4	reviewed	DZIP1L
Q6NT32	reviewed	CES5A CES7
P14136	reviewed	GFAP
Q15485	reviewed	FCN2 FCNL
Q96N67	reviewed	DOCK7 KIAA1771
F8WBI6	reviewed	GOLGA8N
Q4V328	reviewed	GRIPAP1 KIAA1167
Q14449	reviewed	GRB14
O60496	reviewed	DOK2
P61550	reviewed	ERVS71-1
Q4G1C9	reviewed	GLIPR1L2
O43731	reviewed	KDELR3
Q8NFW5	reviewed	DMBX1 MBX OTX3 PAXB
P27487	reviewed	DPP4 ADCP2 CD26
Q9HB71	reviewed	CACYBP S100A6BP SIP PNAS-107
Q6P6B1	reviewed	ERICH5 C8orf47
P56177	reviewed	DLX1
P25025	reviewed	CXCR2 IL8RB
O14681	reviewed	EI24 PIG8
Q5T442	reviewed	GJC2 GJA12
P56937	reviewed	HSD17B7 SDR37C1 UNQ2563/PRO6243
Q9P0L2	reviewed	MARK1 KIAA1477 MARK
P38567	reviewed	SPAM1 HYAL3 PH20
Q92819	reviewed	HAS2
Q96EH3	reviewed	MALSU1 C7orf30
Q9BXB1	reviewed	LGR4 GPR48
Q5TDP6	reviewed	LGSN GLULD1 LGS
Q86UP9	reviewed	LHFPL3 LHFPL4
P14317	reviewed	HCLS1 HS1
Q9BQP7	reviewed	MGME1 C20orf72 DDK1
O60573	reviewed	EIF4E2 EIF4EL3
Q9UBB5	reviewed	MBD2
O15204	reviewed	ADAMDEC1
P22570	reviewed	FDXR ADXR
Q3LIE5	reviewed	ADPRM C17orf48 MDS006 Nbla03831
P04424	reviewed	ASL
Q9UHB7	reviewed	AFF4 AF5Q31 MCEF HSPC092
Q9ULB5	reviewed	CDH7 CDH7L1
P39060	reviewed	COL18A1
O00468	reviewed	AGRN AGRIN
P27797	reviewed	CALR CRTC
O00203	reviewed	AP3B1 ADTB3A
P49336	reviewed	CDK8
Q9C0K0	reviewed	BCL11B CTIP2 RIT1
Q6UVK1	reviewed	CSPG4 MCSP
O60266	reviewed	ADCY3 KIAA0511
Q92625	reviewed	ANKS1A ANKS1 KIAA0229 ODIN
P42684	reviewed	ABL2 ABLL ARG
Q96M93	reviewed	ADAD1 TENR
Q9P2A4	reviewed	ABI3 NESH
Q14315	reviewed	FLNC ABPL FLN2
Q96AY3	reviewed	FKBP10 FKBP65 PSEC0056
Q8N1E6	reviewed	FBXL14 FBL14
Q9NU39	reviewed	FOXD4L1
Q6PCT2	reviewed	FBXL19 FBL19
A6NMN3	reviewed	FAM170B C10orf73
Q9BQS8	reviewed	FYCO1 ZFYVE7
Q96ND0	reviewed	FAM210A C18orf19
Q16698	reviewed	DECR1 DECR SDR18C1
O75344	reviewed	FKBP6 FKBP36
O60825	reviewed	PFKFB2
Q8WXF8	reviewed	DEDD2 FLAME3 PSEC0004
Q86Y01	reviewed	DTX1
Q5XKK7	reviewed	FAM219B C15orf17
A6NEW6	reviewed	FAM90A16P FAM90A16; FAM90A17P FAM90A17
A6NKC0	reviewed	FAM90A7P FAM90A7
P58499	reviewed	FAM3B C21orf11 C21orf76 PRED44 UNQ320/PRO365
Q8TBF8	reviewed	FAM81A
Q658Y4	reviewed	FAM91A1
Q6ZRV2	reviewed	FAM83H
Q9NVI1	reviewed	FANCI KIAA1794
Q9NQR9	reviewed	G6PC2 IGRP
Q96PT3	reviewed	DUX5
Q8N539	reviewed	FIBCD1 UNQ701/PRO1346
Q8WWB3	reviewed	DYDC1 DPY30D1 RSD-9 RSD9
Q4QY38	reviewed	DEFB134
Q9NR23	reviewed	GDF3 UNQ222/PRO248
Q9NV06	reviewed	DCAF13 WDSOF1 HSPC064
Q5XUX1	reviewed	FBXW9 FBW9
Q64ET8	reviewed	FRG2 FRG2A
Q6BAA4	reviewed	FCRLB FCRL2 FCRLM2 FCRY FREB2
Q9NYK6	reviewed	EURL C21orf14 C21orf38 C21orf91 YG81
Q68DX3	reviewed	FRMPD2 PDZD5C PDZK4 PDZK5C
P41212	reviewed	ETV6 TEL TEL1
A8MYV0	reviewed	DCDC2C
Q19T08	reviewed	ECSCR ECSM2
Q92838	reviewed	EDA ED1 EDA2
P05305	reviewed	EDN1
P17538	reviewed	CTRB1 CTRB
Q96G04	reviewed	EEF2KMT FAM86A SB153
Q92604	reviewed	LPGAT1 FAM34A KIAA0205
O75953	reviewed	DNAJB5 HSC40
Q6ZV56	reviewed	C22orf34
P52429	reviewed	DGKE DAGK5
P41214	reviewed	EIF2D HCA56 LGTN
A0PJW8	reviewed	DAPL1 EEDA
P52798	reviewed	EFNA4 EPLG4 LERK4
Q9HBX8	reviewed	LGR6 UNQ6427/PRO21331 VTS20631
P07099	reviewed	EPHX1 EPHX EPOX
O75473	reviewed	LGR5 GPR49 GPR67
P56199	reviewed	ITGA1
Q13651	reviewed	IL10RA IL10R
Q6N075	reviewed	MFSD5 UNQ832/PRO1759
Q6MZN7	reviewed	HCP5
Q9Y4A0	reviewed	JRKL
P01563	reviewed	IFNA2 IFNA2A IFNA2B IFNA2C
Q5TF58	reviewed	IFFO2
Q96KC2	reviewed	ARL5B ARL8
Q8N7R7	reviewed	CCNYL1
Q5T2S8	reviewed	ARMC4
Q86Y22	reviewed	COL23A1
A8K830	reviewed	COLCA2 C11orf93 CASC13
Q5T4H9	reviewed	CASC10 C10orf114
Q15762	reviewed	CD226 DNAM1
P55290	reviewed	CDH13 CDHH
Q9NUP1	reviewed	BLOC1S4 CNO
Q14183	reviewed	DOC2A
Q14184	reviewed	DOC2B DOC2BL
O76093	reviewed	FGF18 UNQ420/PRO856
Q7L2E3	reviewed	DHX30 DDX30 KIAA0890
Q6UWR7	reviewed	ENPP6 UNQ1889/PRO4334
Q8IYB7	reviewed	DIS3L2 FAM6A
O60879	reviewed	DIAPH2 DIA
Q5VUD6	reviewed	DIPK1B C9orf136 FAM69B PP6977
Q9UBC7	reviewed	GALP
P20036	reviewed	HLA-DPA1 HLA-DP1A HLASB
P42261	reviewed	GRIA1 GLUH1 GLUR1
Q86V85	reviewed	GPR180 ITR
O43903	reviewed	GAS2
Q92616	reviewed	GCN1 GCN1L1 KIAA0219
P48060	reviewed	GLIPR1 GLIPR RTVP1
O14490	reviewed	DLGAP1 DAP1 GKAP
Q9BQ67	reviewed	GRWD1 GRWD KIAA1942 WDR28
Q9NRF9	reviewed	POLE3 CHRAC17
O75417	reviewed	POLQ POLH
Q8IYD1	reviewed	GSPT2 ERF3B
O14625	reviewed	CXCL11 ITAC SCYB11 SCYB9B
P11532	reviewed	DMD
Q7L190	reviewed	DPPA4
O43854	reviewed	EDIL3 DEL1
P29692	reviewed	EEF1D EF1D
Q9NV44	reviewed	LINC00846 C21orf77
P58513	reviewed	LINC00158 C21orf42 NCRNA00158
P31689	reviewed	DNAJA1 DNAJ2 HDJ2 HSJ2 HSPF4
P26641	reviewed	EEF1G EF1G PRO1608
P0DP74	reviewed	DEFB130A DEFB130 DEFB30
Q2PZI1	reviewed	DPY19L1 GA0500 KIAA0877
P59861	reviewed	DEFB131A DEFB131 DEFB31
Q99543	reviewed	DNAJC2 MPHOSPH11 MPP11 ZRF1
Q8WUS8	reviewed	SDR42E1 HSPC105
Q8WXU2	reviewed	DNAAF4 DYX1C1 EKN1
P17813	reviewed	ENG END
Q05215	reviewed	EGR4
Q96F07	reviewed	CYFIP2 KIAA1168 PIR121
P55884	reviewed	EIF3B EIF3S9
Q07325	reviewed	CXCL9 CMK MIG SCYB9
O75907	reviewed	DGAT1 AGRP1 DGAT
Q9BY27	reviewed	DGCR6L
P20827	reviewed	EFNA1 EPLG1 LERK1 TNFAIP4
P19876	reviewed	CXCL3 GRO3 GROG SCYB3
Q86XP1	reviewed	DGKH
Q15768	reviewed	EFNB3 EPLG8 LERK8
Q8NBQ5	reviewed	HSD17B11 DHRS8 PAN1B SDR16C2 PSEC0029 UNQ207/PRO233
P50579	reviewed	METAP2 MNPEP P67EIF2
P31249	reviewed	HOXD3 HOX1D HOX4A
Q99075	reviewed	HBEGF DTR DTS HEGFL
O75409	reviewed	HYPM CXorf27
Q9Y3E1	reviewed	HDGFL3 HDGF2 HDGFRP3 CGI-142
Q13136	reviewed	PPFIA1 LIP1
Q9HCP6	reviewed	HHATL C3orf3 GUP1 KIAA1173
A6NFD8	reviewed	HELT
Q9NWW7	reviewed	C2orf42
P36894	reviewed	BMPR1A ACVRLK3 ALK3
P24588	reviewed	AKAP5 AKAP79
O14627	reviewed	CDX4
